seg_id,pci,pci_desc
SS-020085-PV1,94.68,Good
SS-020086-PV1,95,Good
SS-020087-PV1,90,Good
SS-020089-PV1,30.35,Very Poor
SS-020090-PV1,17.04,Serious
SS-020091-PV1,86.3,Good
SS-020092-PV1,78.28,Satisfactory
SS-020093-PV1,71,Satisfactory
SS-020094-PV1,83.59,Satisfactory
SS-020095-PV1,93,Good
SS-020096-PV1,93.73,Good
SS-020097-PV1,92.65,Good
SS-020098-PV1,94.34,Good
SS-020099-PV1,86.04,Good
SS-020100-PV1,91.83,Good
SS-020101-PV1,83.87,Satisfactory
SS-020102-PV1,84.6,Satisfactory
SS-020103-PV1,84.6,Satisfactory
SS-020104-PV1,37.95,Very Poor
SS-020105-PV1,86.59,Good
SS-020106-PV1,86.61,Good
SS-020107-PV1,81.74,Satisfactory
SS-020108-PV1,86.14,Good
SS-020109-PV1,90.69,Good
SS-020110-PV1,36.05,Very Poor
SS-020111-PV1,26.82,Very Poor
SS-020112-PV1,85.55,Good
SS-020113-PV1,84.46,Satisfactory
SS-020114-PV1,49.57,Poor
SS-020115-PV1,74.59,Satisfactory
SS-020116-PV1,63.49,Fair
SS-020117-PV1,54,Poor
SS-020118-PV1,72.72,Satisfactory
SS-020119-PV1,61.73,Fair
SS-020120-PV1,71.99,Satisfactory
SS-020121-PV1,72.58,Satisfactory
SS-020122-PV1,73.06,Satisfactory
SS-020123-PV1,89.92,Good
SS-020124-PV1,53.73,Poor
SS-020125-PV1,62.34,Fair
SS-020126-PV1,58.3,Fair
SS-020127-PV1,40.09,Poor
SS-020129-PV1,58.83,Fair
SS-020130-PV1,93.99,Good
SS-020131-PV1,77.61,Satisfactory
SS-020132-PV1,56.38,Fair
SS-020133-PV1,51.81,Poor
SS-020134-PV1,76.21,Satisfactory
SS-020135-PV1,86.67,Good
SS-020136-PV1,49.64,Poor
SS-020137-PV1,55.59,Fair
SS-020138-PV1,31.43,Very Poor
SS-020139-PV1,53.35,Poor
SS-020140-PV1,20.4,Serious
SS-020141-PV1,54,Poor
SS-020142-PV1,56,Fair
SS-020143-PV1,52.81,Poor
SS-020144-PV1,48.2,Poor
SS-020145-PV1,97.2,Good
SS-020146-PV1,99.5,Good
SS-020147-PV1,96.96,Good
SS-020148-PV1,99.5,Good
SS-020151-PV1,99.5,Good
SS-020152-PV1,40.74,Poor
SS-020153-PV1,54.66,Poor
SS-020154-PV1,32.85,Very Poor
SS-020155-PV1,26.94,Very Poor
SS-020156-PV1,21.65,Serious
SS-020157-PV1,83.51,Satisfactory
SS-020158-PV1,100,Good
SS-020159-PV1,95,Good
SS-020160-PV1,83.67,Satisfactory
SS-020161-PV1,100,Good
SS-020162-PV1,94,Good
SS-020164-PV1,62.53,Fair
SS-020165-PV1,64,Fair
SS-020166-PV1,94.07,Good
SS-020167-PV1,62.67,Fair
SS-020168-PV1,61.58,Fair
SS-020169-PV1,48.07,Poor
SS-020172-PV1,73.1,Satisfactory
SS-020173-PV1,,
SS-020174-PV1,20.84,Serious
SS-020175-PV1,19.92,Serious
SS-020176-PV1,99.5,Good
SS-020177-PV1,99.5,Good
SS-020178-PV1,99.5,Good
SS-020179-PV1,85.52,Good
SS-020180-PV1,14.44,Serious
SS-020181-PV1,99.5,Good
SS-020182-PV1,99.5,Good
SS-020183-PV1,72.82,Satisfactory
SS-020184-PV1,53.82,Poor
SS-020185-PV1,90.82,Good
SS-020186-PV1,95,Good
SS-020187-PV1,48.73,Poor
SS-020192-PV1,40.67,Poor
SS-020193-PV1,60.66,Fair
SS-020194-PV1,54.86,Poor
SS-020196-PV1,32.33,Very Poor
SS-020197-PV1,48.37,Poor
SS-020198-PV1,40.77,Poor
SS-020199-PV1,23.04,Serious
SS-020200-PV1,31.07,Very Poor
SS-020201-PV1,30.16,Very Poor
SS-020202-PV1,23.43,Serious
SS-020203-PV1,93.07,Good
SS-020204-PV1,,
SS-020205-PV1,92.43,Good
SS-020206-PV1,100,Good
SS-020207-PV1,62,Fair
SS-020208-PV1,59.12,Fair
SS-020209-PV1,71.88,Satisfactory
SS-020210-PV1,60.24,Fair
SS-020211-PV1,29.57,Very Poor
SS-020212-PV1,,
SS-020213-PV1,55.74,Fair
SS-020214-PV1,55.24,Fair
SS-020215-PV1,84.52,Satisfactory
SS-020216-PV1,57.09,Fair
SS-020217-PV1,32.67,Very Poor
SS-020218-PV1,56.35,Fair
SS-020219-PV1,42.29,Poor
SS-020220-PV1,47.84,Poor
SS-020221-PV1,95.33,Good
SS-020222-PV1,32.31,Very Poor
SS-020223-PV1,56,Fair
SS-020224-PV1,79.68,Satisfactory
SS-020225-PV1,56,Fair
SS-020226-PV1,55.51,Fair
SS-020227-PV1,100,Good
SS-020228-PV1,95.49,Good
SS-020229-PV1,20.04,Serious
SS-020230-PV1,65.64,Fair
SS-020231-PV1,100,Good
SS-020232-PV1,100,Good
SS-020233-PV1,56,Fair
SS-020234-PV1,67.79,Fair
SS-020235-PV1,70.85,Satisfactory
SS-020236-PV1,95.19,Good
SS-020237-PV1,90,Good
SS-020238-PV1,88,Good
SS-020239-PV1,57.53,Fair
SS-020240-PV1,39.09,Very Poor
SS-020241-PV1,57.72,Fair
SS-020242-PV1,58.08,Fair
SS-020243-PV1,58.22,Fair
SS-020244-PV1,59.7,Fair
SS-020245-PV1,76.77,Satisfactory
SS-020246-PV1,87.35,Good
SS-020247-PV1,95.63,Good
SS-020248-PV1,96.36,Good
SS-020249-PV1,96,Good
SS-020250-PV1,49.41,Poor
SS-020251-PV1,47.49,Poor
SS-020252-PV1,23.48,Serious
SS-020253-PV1,24.49,Serious
SS-020254-PV1,46.36,Poor
SS-020255-PV1,39.27,Very Poor
SS-020257-PV1,18.61,Serious
SS-020258-PV1,36.01,Very Poor
SS-020259-PV1,88.36,Good
SS-020260-PV1,22.29,Serious
SS-020261-PV1,50.43,Poor
SS-020262-PV1,53.1,Poor
SS-020263-PV1,81.79,Satisfactory
SS-020264-PV1,54.85,Poor
SS-020266-PV1,28.2,Very Poor
SS-020271-PV1,100,Good
SS-020282-PV1,99.84,Good
SS-020283-PV1,60.46,Fair
SS-020284-PV1,91.6,Good
SS-020287-PV1,56,Fair
SS-020288-PV1,92.33,Good
SS-020289-PV1,94.2,Good
SS-020291-PV1,,
SS-020292-PV1,87.8,Good
SS-020293-PV1,,
SS-020294-PV1,55.04,Fair
SS-020295-PV1,94.35,Good
SS-020296-PV1,,
SS-020297-PV1,84.6,Satisfactory
SS-020298-PV1,83.41,Satisfactory
SS-020299-PV1,79.6,Satisfactory
SS-020300-PV1,69.67,Fair
SS-020301-PV1,80.53,Satisfactory
SS-020302-PV1,68.12,Fair
SS-020303-PV1,99.5,Good
SS-020304-PV1,99.5,Good
SS-020306-PV1,91.35,Good
SS-020307-PV1,66.08,Fair
SS-020309-PV1,84.83,Satisfactory
SS-020310-PV1,71,Satisfactory
SS-020311-PV1,71,Satisfactory
SS-020312-PV1,85.23,Good
SS-020313-PV1,84.17,Satisfactory
SS-020314-PV1,91,Good
SS-020315-PV1,91,Good
SS-020317-PV1,73.75,Satisfactory
SS-020318-PV1,69.99,Fair
SS-020320-PV1,82.6,Satisfactory
SS-020321-PV1,100,Good
SS-020323-PV1,100,Good
SS-020324-PV1,100,Good
SS-020325-PV1,98,Good
SS-020326-PV1,97.17,Good
SS-020327-PV1,67.67,Fair
SS-020328-PV1,57.34,Fair
SS-020329-PV1,96.28,Good
SS-020330-PV1,70.85,Satisfactory
SS-020331-PV1,100,Good
SS-020332-PV1,100,Good
SS-020333-PV1,84.12,Satisfactory
SS-020334-PV1,83.05,Satisfactory
SS-020335-PV1,99.43,Good
SS-020336-PV1,100,Good
SS-020337-PV1,99.29,Good
SS-020338-PV1,100,Good
SS-020339-PV1,100,Good
SS-020340-PV1,77.3,Satisfactory
SS-020341-PV1,100,Good
SS-020342-PV1,100,Good
SS-020343-PV1,100,Good
SS-020344-PV1,54.38,Poor
SS-020345-PV1,58.71,Fair
SS-020346-PV1,64,Fair
SS-020348-PV1,62.85,Fair
SS-020349-PV1,54.92,Poor
SS-020350-PV1,54.72,Poor
SS-020351-PV1,40.26,Poor
SS-020352-PV1,34.67,Very Poor
SS-020353-PV1,60.7,Fair
SS-020354-PV1,61.24,Fair
SS-020355-PV1,56,Fair
SS-020356-PV1,46.79,Poor
SS-020357-PV1,38.53,Very Poor
SS-020358-PV1,58.87,Fair
SS-020359-PV1,58.86,Fair
SS-020360-PV1,,
SS-020361-PV1,100,Good
SS-020362-PV1,56.65,Fair
SS-020363-PV1,64,Fair
SS-020364-PV1,40.13,Poor
SS-020365-PV1,61.27,Fair
SS-020366-PV1,41.32,Poor
SS-020367-PV1,52.3,Poor
SS-020368-PV1,57.57,Fair
SS-020369-PV1,51.14,Poor
SS-020370-PV1,95.93,Good
SS-020371-PV1,,
SS-020372-PV1,,
SS-020373-PV1,28.6,Very Poor
SS-020374-PV1,62,Fair
SS-020375-PV1,94.58,Good
SS-020376-PV1,93.1,Good
SS-020377-PV1,95,Good
SS-020378-PV1,95,Good
SS-020379-PV1,90.68,Good
SS-020380-PV1,42.54,Poor
SS-020381-PV1,84,Satisfactory
SS-020382-PV1,93.48,Good
SS-020383-PV1,20.3,Serious
SS-020384-PV1,97.2,Good
SS-020385-PV1,100,Good
SS-020386-PV1,100,Good
SS-020387-PV1,100,Good
SS-020388-PV1,100,Good
SS-020390-PV1,72.4,Satisfactory
SS-020391-PV1,72.4,Satisfactory
SS-020392-PV1,72.4,Satisfactory
SS-020393-PV1,29.06,Very Poor
SS-020394-PV1,75.13,Satisfactory
SS-020395-PV1,99.13,Good
SS-020396-PV1,21.65,Serious
SS-020397-PV1,84.76,Satisfactory
SS-020398-PV1,92.67,Good
SS-020399-PV1,89.67,Good
SS-020400-PV1,90.76,Good
SS-020401-PV1,93.85,Good
SS-020402-PV1,55.06,Fair
SS-020403-PV1,56,Fair
SS-020404-PV1,95.74,Good
SS-020405-PV1,55.36,Fair
SS-020406-PV1,56,Fair
SS-020407-PV1,57.72,Fair
SS-020408-PV1,55.68,Fair
SS-020409-PV1,95.86,Good
SS-020410-PV1,98.79,Good
SS-020411-PV1,98.03,Good
SS-020412-PV1,99.71,Good
SS-020413-PV1,36.69,Very Poor
SS-020414-PV1,91.26,Good
SS-020415-PV1,,
SS-020416-PV1,95,Good
SS-020417-PV1,84.02,Satisfactory
SS-020418-PV1,62.07,Fair
SS-020419-PV1,70.23,Satisfactory
SS-020420-PV1,90,Good
SS-020421-PV1,78.8,Satisfactory
SS-020422-PV1,,
SS-020423-PV1,99.5,Good
SS-020424-PV1,51.13,Poor
SS-020425-PV1,93,Good
SS-020426-PV1,57.49,Fair
SS-020427-PV1,54.85,Poor
SS-020428-PV1,57.33,Fair
SS-020429-PV1,58,Fair
SS-020430-PV1,97,Good
SS-020431-PV1,92,Good
SS-020432-PV1,25.95,Very Poor
SS-020433-PV1,64,Fair
SS-020434-PV1,34.32,Very Poor
SS-020435-PV1,84.98,Satisfactory
SS-020436-PV1,100,Good
SS-020437-PV1,38.67,Very Poor
SS-020438-PV1,51.49,Poor
SS-020439-PV1,32.4,Very Poor
SS-020440-PV1,30.2,Very Poor
SS-020441-PV1,20.14,Serious
SS-020443-PV1,28.18,Very Poor
SS-020444-PV1,51.86,Poor
SS-020445-PV1,50.78,Poor
SS-020446-PV1,41.07,Poor
SS-020447-PV1,52.85,Poor
SS-020448-PV1,43.09,Poor
SS-020449-PV1,45.72,Poor
SS-020450-PV1,84,Satisfactory
SS-020451-PV1,25.46,Very Poor
SS-020452-PV1,95,Good
SS-020453-PV1,19.34,Serious
SS-020454-PV1,69.3,Fair
SS-020455-PV1,62.25,Fair
SS-020456-PV1,99.5,Good
SS-020457-PV1,96.63,Good
SS-020458-PV1,98.83,Good
SS-020459-PV1,68.15,Fair
SS-020460-PV1,,
SS-020461-PV1,50.07,Poor
SS-020462-PV1,29.41,Very Poor
SS-020463-PV1,95,Good
SS-020465-PV1,90.34,Good
SS-020466-PV1,100,Good
SS-020467-PV1,,
SS-020468-PV1,,
SS-020469-PV1,40.21,Poor
SS-020471-PV1,29.74,Very Poor
SS-020472-PV1,27.58,Very Poor
SS-020473-PV1,66.11,Fair
SS-020474-PV1,85.8,Good
SS-020475-PV1,97,Good
SS-020476-PV1,92.2,Good
SS-020479-PV1,36.64,Very Poor
SS-020480-PV1,17.23,Serious
SS-020481-PV1,20.19,Serious
SS-020482-PV1,75.79,Satisfactory
SS-020483-PV1,71.88,Satisfactory
SS-020484-PV1,78.36,Satisfactory
SS-020485-PV1,95.12,Good
SS-020486-PV1,94.35,Good
SS-020487-PV1,93.42,Good
SS-020488-PV1,95.35,Good
SS-020489-PV1,94.68,Good
SS-020490-PV1,27.98,Very Poor
SS-020493-PV1,27.3,Very Poor
SS-020494-PV1,67.48,Fair
SS-020495-PV1,98,Good
SS-020496-PV1,98,Good
SS-020497-PV1,100,Good
SS-020498-PV1,41.68,Poor
SS-020499-PV1,46.55,Poor
SS-020500-PV1,96.88,Good
SS-020501-PV1,95.73,Good
SS-020502-PV1,100,Good
SS-020503-PV1,98.56,Good
SS-020504-PV1,76.35,Satisfactory
SS-020505-PV1,58.07,Fair
SS-020506-PV1,92.18,Good
SS-020507-PV1,97.61,Good
SS-020508-PV1,96,Good
SS-020509-PV1,95.5,Good
SS-020510-PV1,95.5,Good
SS-020511-PV1,97.93,Good
SS-020512-PV1,8.61,Failed
SS-020513-PV1,85.43,Good
SS-020514-PV1,60.26,Fair
SS-020515-PV1,80.96,Satisfactory
SS-020516-PV1,77.35,Satisfactory
SS-020518-PV1,53.14,Poor
SS-020519-PV1,56.17,Fair
SS-020520-PV1,100,Good
SS-020521-PV1,100,Good
SS-020522-PV1,60.79,Fair
SS-020523-PV1,57.94,Fair
SS-020524-PV1,47.16,Poor
SS-020525-PV1,35.22,Very Poor
SS-020526-PV1,59.9,Fair
SS-020527-PV1,15.04,Serious
SS-020528-PV1,31.18,Very Poor
SS-020530-PV1,30.21,Very Poor
SS-020531-PV1,100,Good
SS-020532-PV1,97.55,Good
SS-020533-PV1,93.1,Good
SS-020534-PV1,93,Good
SS-020535-PV1,91.23,Good
SS-020536-PV1,91,Good
SS-020537-PV1,93.49,Good
SS-020538-PV1,,
SS-020539-PV1,22.53,Serious
SS-020540-PV1,100,Good
SS-020541-PV1,100,Good
SS-020545-PV1,97,Good
SS-020546-PV1,56,Fair
SS-020547-PV1,56,Fair
SS-020548-PV1,56,Fair
SS-020549-PV1,56,Fair
SS-020550-PV1,56,Fair
SS-020551-PV1,56,Fair
SS-020552-PV1,35.93,Very Poor
SS-020553-PV1,52.02,Poor
SS-020554-PV1,57.4,Fair
SS-020555-PV1,93,Good
SS-020556-PV1,93,Good
SS-020557-PV1,87,Good
SS-020558-PV1,56,Fair
SS-020559-PV1,38.75,Very Poor
SS-020560-PV1,61.11,Fair
SS-020561-PV1,83.59,Satisfactory
SS-020562-PV1,95,Good
SS-020564-PV1,46.53,Poor
SS-020565-PV1,58.31,Fair
SS-020566-PV1,61.34,Fair
SS-020567-PV1,63.3,Fair
SS-020568-PV1,62.08,Fair
SS-020569-PV1,57.14,Fair
SS-020570-PV1,58,Fair
SS-020571-PV1,52.29,Poor
SS-020572-PV1,86.3,Good
SS-020573-PV1,88.16,Good
SS-020574-PV1,18.46,Serious
SS-020575-PV1,10.6,Serious
SS-020576-PV1,28.93,Very Poor
SS-020577-PV1,100,Good
SS-020578-PV1,92.41,Good
SS-020579-PV1,37.27,Very Poor
SS-020580-PV1,97.31,Good
SS-020581-PV1,95.95,Good
SS-020582-PV1,77.6,Satisfactory
SS-020583-PV1,67,Fair
SS-020584-PV1,69.83,Fair
SS-020586-PV1,79.11,Satisfactory
SS-020588-PV1,72.4,Satisfactory
SS-020589-PV1,79.46,Satisfactory
SS-020590-PV1,42.72,Poor
SS-020591-PV1,54,Poor
SS-020592-PV1,64,Fair
SS-020596-PV1,72.72,Satisfactory
SS-020597-PV1,62,Fair
SS-020598-PV1,75.4,Satisfactory
SS-020599-PV1,97.5,Good
SS-020600-PV1,97.5,Good
SS-020601-PV1,99.65,Good
SS-020602-PV1,63.9,Fair
SS-020604-PV1,70.35,Satisfactory
SS-020605-PV1,87.57,Good
SS-020606-PV1,76.27,Satisfactory
SS-020607-PV1,97.31,Good
SS-020608-PV1,87.42,Good
SS-020609-PV1,77.86,Satisfactory
SS-020610-PV1,60.59,Fair
SS-020611-PV1,63.24,Fair
SS-020612-PV1,61.83,Fair
SS-020613-PV1,60.94,Fair
SS-020614-PV1,97.5,Good
SS-020615-PV1,97.5,Good
SS-020616-PV1,91.08,Good
SS-020617-PV1,92.4,Good
SS-020618-PV1,95.04,Good
SS-020619-PV1,91,Good
SS-020620-PV1,88.51,Good
SS-020621-PV1,87,Good
SS-020622-PV1,88.42,Good
SS-020623-PV1,99.66,Good
SS-020624-PV1,99.3,Good
SS-020625-PV1,99.5,Good
SS-020626-PV1,99.5,Good
SS-020627-PV1,99.41,Good
SS-020628-PV1,94.74,Good
SS-020629-PV1,95,Good
SS-020630-PV1,26.75,Very Poor
SS-020631-PV1,64.58,Fair
SS-020632-PV1,47.66,Poor
SS-020633-PV1,94.58,Good
SS-020634-PV1,97.88,Good
SS-020638-PV1,55.25,Fair
SS-020639-PV1,54,Poor
SS-020640-PV1,59.56,Fair
SS-020641-PV1,56,Fair
SS-020642-PV1,63.45,Fair
SS-020643-PV1,54.8,Poor
SS-020644-PV1,40.77,Poor
SS-020645-PV1,75.5,Satisfactory
SS-020646-PV1,95,Good
SS-020647-PV1,95,Good
SS-020648-PV1,95,Good
SS-020649-PV1,88.44,Good
SS-020650-PV1,81.37,Satisfactory
SS-020651-PV1,92.71,Good
SS-020652-PV1,36.05,Very Poor
SS-020653-PV1,95.44,Good
SS-020654-PV1,99.5,Good
SS-020655-PV1,56,Fair
SS-020656-PV1,43.76,Poor
SS-020657-PV1,49.71,Poor
SS-020658-PV1,97.2,Good
SS-020660-PV1,81.78,Satisfactory
SS-020661-PV1,91.43,Good
SS-020662-PV1,79.66,Satisfactory
SS-020663-PV1,88.89,Good
SS-020664-PV1,85.8,Good
SS-020665-PV1,13.97,Serious
SS-020666-PV1,15.91,Serious
SS-020667-PV1,54.41,Poor
SS-020668-PV1,92.94,Good
SS-020669-PV1,97.85,Good
SS-020670-PV1,96.15,Good
SS-020671-PV1,100,Good
SS-020672-PV1,100,Good
SS-020673-PV1,69.38,Fair
SS-020674-PV1,50.3,Poor
SS-020675-PV1,45.28,Poor
SS-020676-PV1,100,Good
SS-020677-PV1,94.44,Good
SS-020678-PV1,74.5,Satisfactory
SS-020680-PV1,48.52,Poor
SS-020681-PV1,59.22,Fair
SS-020682-PV1,32.09,Very Poor
SS-020683-PV1,95,Good
SS-020684-PV1,94.83,Good
SS-020685-PV1,76.89,Satisfactory
SS-020686-PV1,56,Fair
SS-020687-PV1,41.55,Poor
SS-020706-PV1,95,Good
SS-020711-PV1,44.54,Poor
SS-020712-PV1,98,Good
SS-020713-PV1,75.93,Satisfactory
SS-020714-PV1,2.94,Failed
SS-020715-PV1,33.82,Very Poor
SS-020716-PV1,1.85,Failed
SS-020717-PV1,11.58,Serious
SS-020718-PV1,91.6,Good
SS-020719-PV1,92.51,Good
SS-020720-PV1,97.2,Good
SS-020721-PV1,97.2,Good
SS-020723-PV1,92.31,Good
SS-020724-PV1,89.8,Good
SS-020725-PV1,94.57,Good
SS-020726-PV1,69.06,Fair
SS-020727-PV1,100,Good
SS-020728-PV1,95.49,Good
SS-020729-PV1,55.48,Fair
SS-020730-PV1,85.19,Good
SS-020731-PV1,53.09,Poor
SS-020732-PV1,49.93,Poor
SS-020733-PV1,40.4,Poor
SS-020734-PV1,83.32,Satisfactory
SS-020735-PV1,91.39,Good
SS-020736-PV1,92.8,Good
SS-020737-PV1,83.59,Satisfactory
SS-020738-PV1,92.25,Good
SS-020739-PV1,90.89,Good
SS-020740-PV1,93,Good
SS-020741-PV1,90.87,Good
SS-020742-PV1,95,Good
SS-020743-PV1,95,Good
SS-020744-PV1,92.89,Good
SS-020745-PV1,90.43,Good
SS-020746-PV1,71.32,Satisfactory
SS-020751-PV1,90.18,Good
SS-020752-PV1,34.17,Very Poor
SS-020753-PV1,59.98,Fair
SS-020754-PV1,49.82,Poor
SS-020756-PV1,36.28,Very Poor
SS-020757-PV1,27.58,Very Poor
SS-020758-PV1,58.09,Fair
SS-020759-PV1,68.29,Fair
SS-020760-PV1,82.46,Satisfactory
SS-020761-PV1,70.46,Satisfactory
SS-020763-PV1,,
SS-020764-PV1,,
SS-020765-PV1,,
SS-020766-PV1,,
SS-020767-PV1,,
SS-020768-PV1,96.06,Good
SS-020769-PV1,95.75,Good
SS-020770-PV1,100,Good
SS-020771-PV1,95.4,Good
SS-020772-PV1,23.65,Serious
SS-020773-PV1,91.42,Good
SS-020775-PV1,,
SS-020776-PV1,,
SS-020778-PV1,68.31,Fair
SS-020779-PV1,65.53,Fair
SS-020780-PV1,67.8,Fair
SS-020781-PV1,97.31,Good
SS-020782-PV1,95,Good
SS-020783-PV1,95,Good
SS-020784-PV1,95,Good
SS-020786-PV1,26.24,Very Poor
SS-020787-PV1,95,Good
SS-020788-PV1,93,Good
SS-020789-PV1,60.63,Fair
SS-020790-PV1,62,Fair
SS-020791-PV1,54.87,Poor
SS-020792-PV1,89,Good
SS-020793-PV1,93.3,Good
SS-020794-PV1,94.58,Good
SS-020795-PV1,66,Fair
SS-020796-PV1,79.94,Satisfactory
SS-020797-PV1,52.17,Poor
SS-020798-PV1,54.42,Poor
SS-020799-PV1,38.6,Very Poor
SS-020800-PV1,89,Good
SS-020801-PV1,99.07,Good
SS-020802-PV1,54.9,Poor
SS-020803-PV1,91,Good
SS-020804-PV1,56.54,Fair
SS-020805-PV1,84.61,Satisfactory
SS-020806-PV1,89.43,Good
SS-020807-PV1,69,Fair
SS-020808-PV1,69.74,Fair
SS-020809-PV1,69.57,Fair
SS-020810-PV1,58.35,Fair
SS-020811-PV1,88.86,Good
SS-020812-PV1,66.21,Fair
SS-020813-PV1,100,Good
SS-020814-PV1,64,Fair
SS-020815-PV1,97.64,Good
SS-020816-PV1,97.54,Good
SS-020817-PV1,34.71,Very Poor
SS-020818-PV1,34.71,Very Poor
SS-020819-PV1,36.38,Very Poor
SS-020820-PV1,51.59,Poor
SS-020821-PV1,54.3,Poor
SS-020822-PV1,74.75,Satisfactory
SS-020823-PV1,97.2,Good
SS-020824-PV1,99.69,Good
SS-020825-PV1,93.5,Good
SS-020826-PV1,96.34,Good
SS-020827-PV1,99.5,Good
SS-020828-PV1,99.5,Good
SS-020829-PV1,53.76,Poor
SS-020830-PV1,64,Fair
SS-020831-PV1,54,Poor
SS-020832-PV1,46.92,Poor
SS-020833-PV1,,
SS-020834-PV1,56,Fair
SS-020835-PV1,42.63,Poor
SS-020836-PV1,94.85,Good
SS-020837-PV1,64.41,Fair
SS-020838-PV1,31.94,Very Poor
SS-020839-PV1,28.3,Very Poor
SS-020840-PV1,71.57,Satisfactory
SS-020841-PV1,37.21,Very Poor
SS-020842-PV1,56.14,Fair
SS-020843-PV1,43.48,Poor
SS-020844-PV1,56.14,Fair
SS-020845-PV1,58.14,Fair
SS-020846-PV1,43.08,Poor
SS-020847-PV1,38.87,Very Poor
SS-020848-PV1,56.17,Fair
SS-020849-PV1,58.41,Fair
SS-020850-PV1,53.68,Poor
SS-020851-PV1,62,Fair
SS-020852-PV1,95.11,Good
SS-020853-PV1,58,Fair
SS-020854-PV1,58,Fair
SS-020855-PV1,86.5,Good
SS-020856-PV1,74.76,Satisfactory
SS-020857-PV1,95,Good
SS-020858-PV1,95,Good
SS-020859-PV1,95,Good
SS-020860-PV1,95,Good
SS-020861-PV1,95,Good
SS-020862-PV1,95,Good
SS-020863-PV1,95,Good
SS-020864-PV1,73.12,Satisfactory
SS-020865-PV1,43.27,Poor
SS-020866-PV1,97.2,Good
SS-020867-PV1,50.55,Poor
SS-020868-PV1,56.9,Fair
SS-020869-PV1,64,Fair
SS-020870-PV1,64,Fair
SS-020871-PV1,80.89,Satisfactory
SS-020872-PV1,58.1,Fair
SS-020873-PV1,28.54,Very Poor
SS-020874-PV1,32.57,Very Poor
SS-020875-PV1,71.6,Satisfactory
SS-020876-PV1,74,Satisfactory
SS-020877-PV1,54.85,Poor
SS-020878-PV1,95.28,Good
SS-020879-PV1,96.02,Good
SS-020880-PV1,100,Good
SS-020881-PV1,100,Good
SS-020882-PV1,97,Good
SS-020883-PV1,97,Good
SS-020884-PV1,24.6,Serious
SS-020885-PV1,96.3,Good
SS-020886-PV1,18.33,Serious
SS-020887-PV1,97,Good
SS-020888-PV1,94.4,Good
SS-020889-PV1,100,Good
SS-020890-PV1,35.35,Very Poor
SS-020891-PV1,48.56,Poor
SS-020892-PV1,96.93,Good
SS-020893-PV1,30.74,Very Poor
SS-020894-PV1,93.7,Good
SS-020895-PV1,97.2,Good
SS-020896-PV1,95,Good
SS-020897-PV1,95,Good
SS-020898-PV1,95,Good
SS-020899-PV1,62.18,Fair
SS-020900-PV1,60.24,Fair
SS-020901-PV1,,
SS-020902-PV1,20.06,Serious
SS-020903-PV1,86,Good
SS-020904-PV1,70.26,Satisfactory
SS-020905-PV1,,
SS-020906-PV1,,
SS-020907-PV1,,
SS-020908-PV1,34,Very Poor
SS-020909-PV1,65.23,Fair
SS-020910-PV1,,
SS-020911-PV1,68.14,Fair
SS-020912-PV1,59.15,Fair
SS-020913-PV1,79.99,Satisfactory
SS-020914-PV1,61.29,Fair
SS-020915-PV1,54.06,Poor
SS-020916-PV1,63.86,Fair
SS-020917-PV1,57.47,Fair
SS-020918-PV1,43.51,Poor
SS-020919-PV1,66.15,Fair
SS-020920-PV1,76.01,Satisfactory
SS-020921-PV1,68.15,Fair
SS-020922-PV1,61.57,Fair
SS-020923-PV1,63.1,Fair
SS-020924-PV1,92.57,Good
SS-020925-PV1,95,Good
SS-020926-PV1,50.57,Poor
SS-020927-PV1,63.67,Fair
SS-020928-PV1,61.69,Fair
SS-020929-PV1,76.57,Satisfactory
SS-020930-PV1,95.06,Good
SS-020931-PV1,61.39,Fair
SS-020932-PV1,57.94,Fair
SS-020933-PV1,68.92,Fair
SS-020934-PV1,67.89,Fair
SS-020935-PV1,59.8,Fair
SS-020936-PV1,64.21,Fair
SS-020937-PV1,,
SS-020938-PV1,,
SS-020939-PV1,97.25,Good
SS-020940-PV1,,
SS-020941-PV1,78.66,Satisfactory
SS-020942-PV1,,
SS-020943-PV1,100,Good
SS-020944-PV1,73.41,Satisfactory
SS-020945-PV1,,
SS-020946-PV1,,
SS-020947-PV1,91.87,Good
SS-020948-PV1,,
SS-020949-PV1,26.99,Very Poor
SS-020950-PV1,,
SS-020951-PV1,99.99,Good
SS-020952-PV1,61.36,Fair
SS-020954-PV1,89.29,Good
SS-020955-PV1,98,Good
SS-020957-PV1,92.67,Good
SS-020958-PV1,49.53,Poor
SS-020959-PV1,97,Good
SS-020960-PV1,97,Good
SS-020961-PV1,97,Good
SS-020962-PV1,97,Good
SS-020963-PV1,63.05,Fair
SS-020964-PV1,51.92,Poor
SS-020965-PV1,99.14,Good
SS-020966-PV1,100,Good
SS-020967-PV1,100,Good
SS-020968-PV1,62,Fair
SS-020969-PV1,60.69,Fair
SS-020970-PV1,64,Fair
SS-020971-PV1,61.43,Fair
SS-020972-PV1,96.75,Good
SS-020973-PV1,92.41,Good
SS-020974-PV1,100,Good
SS-020975-PV1,96.56,Good
SS-020976-PV1,5.13,Failed
SS-020977-PV1,73,Satisfactory
SS-020978-PV1,91.39,Good
SS-020979-PV1,52.77,Poor
SS-020980-PV1,74.63,Satisfactory
SS-020981-PV1,100,Good
SS-020982-PV1,55.83,Fair
