seg_id,pci,pci_desc
SS-008707-PV1,97,Good
SS-008708-PV1,96,Good
SS-008709-PV1,96,Good
SS-008710-PV1,96,Good
SS-008711-PV1,73.22,Satisfactory
SS-008712-PV1,98,Good
SS-008713-PV1,97.22,Good
SS-008714-PV1,86,Good
SS-008715-PV1,86.83,Good
SS-008716-PV1,98,Good
SS-008717-PV1,100,Good
SS-008718-PV1,45.83,Poor
SS-008719-PV1,44.57,Poor
SS-008720-PV1,56,Fair
SS-008721-PV1,100,Good
SS-008722-PV1,100,Good
SS-008723-PV1,58,Fair
SS-008724-PV1,56.81,Fair
SS-008725-PV1,100,Good
SS-008726-PV1,56.88,Fair
SS-008727-PV1,43.65,Poor
SS-008728-PV1,100,Good
SS-008729-PV1,32.47,Very Poor
SS-008730-PV1,56,Fair
SS-008731-PV1,83.13,Satisfactory
SS-008732-PV1,51.99,Poor
SS-008733-PV1,51.42,Poor
SS-008734-PV1,36.44,Very Poor
SS-008735-PV1,98.22,Good
SS-008736-PV1,79.92,Satisfactory
SS-008737-PV1,46.53,Poor
SS-008738-PV1,64.13,Fair
SS-008739-PV1,99.72,Good
SS-008740-PV1,61.01,Fair
SS-008741-PV1,87.59,Good
SS-008742-PV1,90.82,Good
SS-008743-PV1,94.16,Good
SS-008744-PV1,87.85,Good
SS-008745-PV1,74,Satisfactory
SS-008746-PV1,53.71,Poor
SS-008747-PV1,61.27,Fair
SS-008748-PV1,24.53,Serious
SS-008749-PV1,56.7,Fair
SS-008750-PV1,68.77,Fair
SS-008751-PV1,50.68,Poor
SS-008752-PV1,60.73,Fair
SS-008753-PV1,40.13,Poor
SS-008756-PV1,99.13,Good
SS-008757-PV1,84,Satisfactory
SS-008759-PV1,91,Good
SS-008760-PV1,71.61,Satisfactory
SS-008761-PV1,100,Good
SS-008762-PV1,12.27,Serious
SS-008763-PV1,15.54,Serious
SS-008764-PV1,62.3,Fair
SS-008766-PV1,30.7,Very Poor
SS-008767-PV1,39.43,Very Poor
SS-008768-PV1,38.04,Very Poor
SS-008769-PV1,30.64,Very Poor
SS-008770-PV1,56,Fair
SS-008771-PV1,99.5,Good
SS-008772-PV1,98.26,Good
SS-008773-PV1,55.51,Fair
SS-008774-PV1,55.25,Fair
SS-008775-PV1,58.46,Fair
SS-008776-PV1,89.24,Good
SS-008777-PV1,48.84,Poor
SS-008779-PV1,43.45,Poor
SS-008780-PV1,55.24,Fair
SS-008781-PV1,55.54,Fair
SS-008782-PV1,31.54,Very Poor
SS-008783-PV1,34.43,Very Poor
SS-008784-PV1,99.31,Good
SS-008785-PV1,100,Good
SS-008786-PV1,74.49,Satisfactory
SS-008787-PV1,63.84,Fair
SS-008788-PV1,56.3,Fair
SS-008789-PV1,48.01,Poor
SS-008790-PV1,26.12,Very Poor
SS-008791-PV1,11.41,Serious
SS-008792-PV1,62,Fair
SS-008793-PV1,55.2,Fair
SS-008794-PV1,51.59,Poor
SS-008795-PV1,52.09,Poor
SS-008796-PV1,51.99,Poor
SS-008797-PV1,49.55,Poor
SS-008798-PV1,54.68,Poor
SS-008799-PV1,48.05,Poor
SS-008800-PV1,49.24,Poor
SS-008801-PV1,12.64,Serious
SS-008802-PV1,17.32,Serious
SS-008803-PV1,100,Good
SS-008804-PV1,52,Poor
SS-008805-PV1,44.37,Poor
SS-008806-PV1,37.85,Very Poor
SS-008807-PV1,63.26,Fair
SS-008808-PV1,44.59,Poor
SS-008809-PV1,22,Serious
SS-008810-PV1,93,Good
SS-008811-PV1,94.3,Good
SS-008812-PV1,96,Good
SS-008813-PV1,83.01,Satisfactory
SS-008821-PV1,66.39,Fair
SS-008822-PV1,79.79,Satisfactory
SS-008824-PV1,95.53,Good
SS-008825-PV1,86.95,Good
SS-008826-PV1,50.14,Poor
SS-008827-PV1,100,Good
SS-008833-PV1,84.7,Satisfactory
SS-008834-PV1,42.91,Poor
SS-008835-PV1,85.58,Good
SS-008836-PV1,93.5,Good
SS-008837-PV1,73,Satisfactory
SS-008838-PV1,81.42,Satisfactory
SS-008839-PV1,100,Good
SS-008840-PV1,84.94,Satisfactory
SS-008841-PV1,86.73,Good
SS-008842-PV1,95,Good
SS-008843-PV1,100,Good
SS-008844-PV1,100,Good
SS-008845-PV1,37.3,Very Poor
SS-008846-PV1,88.15,Good
SS-008847-PV1,97.08,Good
SS-008848-PV1,61.7,Fair
SS-008849-PV1,36.8,Very Poor
SS-008850-PV1,89,Good
SS-008851-PV1,56.17,Fair
SS-008852-PV1,50.38,Poor
SS-008853-PV1,46.59,Poor
SS-008854-PV1,52.98,Poor
SS-008855-PV1,23.61,Serious
SS-008856-PV1,29.37,Very Poor
SS-008857-PV1,89,Good
SS-008858-PV1,36.61,Very Poor
SS-008859-PV1,42.3,Poor
SS-008863-PV1,65.03,Fair
SS-008864-PV1,93.79,Good
SS-008865-PV1,98.71,Good
SS-008866-PV1,100,Good
SS-008867-PV1,0,Failed
SS-008868-PV1,82.58,Satisfactory
SS-008869-PV1,29.94,Very Poor
SS-008870-PV1,5.77,Failed
SS-008871-PV1,0,Failed
SS-008872-PV1,27,Very Poor
SS-008873-PV1,11.96,Serious
SS-008874-PV1,78.15,Satisfactory
SS-008875-PV1,69.31,Fair
SS-008876-PV1,64.33,Fair
SS-008877-PV1,36.02,Very Poor
SS-008878-PV1,48.65,Poor
SS-008879-PV1,83,Satisfactory
SS-008880-PV1,99.5,Good
SS-008881-PV1,99.5,Good
SS-008882-PV1,99.5,Good
SS-008883-PV1,99.5,Good
SS-008884-PV1,99.5,Good
SS-008885-PV1,29.4,Very Poor
SS-008886-PV1,27.7,Very Poor
SS-008887-PV1,27.03,Very Poor
SS-008888-PV1,47.71,Poor
SS-008889-PV1,64.29,Fair
SS-008890-PV1,50.52,Poor
SS-008891-PV1,14.29,Serious
SS-008892-PV1,60.71,Fair
SS-008893-PV1,43.34,Poor
SS-008894-PV1,37.5,Very Poor
SS-008895-PV1,46.91,Poor
SS-008896-PV1,46.91,Poor
SS-008897-PV1,46.91,Poor
SS-008898-PV1,46.91,Poor
SS-008899-PV1,47.81,Poor
SS-008900-PV1,46.14,Poor
SS-008901-PV1,88.83,Good
SS-008902-PV1,89.31,Good
SS-008903-PV1,56.25,Fair
SS-008904-PV1,28.97,Very Poor
SS-008905-PV1,40.46,Poor
SS-008906-PV1,47.39,Poor
SS-008907-PV1,59.69,Fair
SS-008908-PV1,28.74,Very Poor
SS-008909-PV1,25.8,Very Poor
SS-008910-PV1,22.14,Serious
SS-008911-PV1,24.5,Serious
SS-008912-PV1,95.2,Good
SS-008913-PV1,95,Good
SS-008914-PV1,93.03,Good
SS-008915-PV1,94.61,Good
SS-008916-PV1,94.2,Good
SS-008917-PV1,91,Good
SS-008918-PV1,73.03,Satisfactory
SS-008919-PV1,37.24,Very Poor
SS-008920-PV1,79.39,Satisfactory
SS-008921-PV1,79.84,Satisfactory
SS-008922-PV1,79.09,Satisfactory
SS-008923-PV1,38.97,Very Poor
SS-008924-PV1,80.29,Satisfactory
SS-008925-PV1,24.09,Serious
SS-008926-PV1,86.84,Good
SS-008927-PV1,26.99,Very Poor
SS-008928-PV1,33.18,Very Poor
SS-008929-PV1,99.26,Good
SS-008930-PV1,34.81,Very Poor
SS-008931-PV1,92.1,Good
SS-008932-PV1,54.79,Poor
SS-008933-PV1,46.39,Poor
SS-008934-PV1,100,Good
SS-008935-PV1,60,Fair
SS-008936-PV1,67.42,Fair
SS-008937-PV1,100,Good
SS-008938-PV1,55.64,Fair
SS-008939-PV1,52.56,Poor
SS-008940-PV1,35.76,Very Poor
SS-008942-PV1,76,Satisfactory
SS-008943-PV1,100,Good
SS-008944-PV1,94.37,Good
SS-008945-PV1,95,Good
SS-008946-PV1,90.22,Good
SS-008947-PV1,59.49,Fair
SS-008948-PV1,61.82,Fair
SS-008949-PV1,99.5,Good
SS-008950-PV1,57.29,Fair
SS-008951-PV1,33.93,Very Poor
SS-008952-PV1,99.5,Good
SS-008953-PV1,100,Good
SS-008954-PV1,91.39,Good
SS-008955-PV1,84.4,Satisfactory
SS-008957-PV1,93.28,Good
SS-008958-PV1,90.35,Good
SS-008959-PV1,84.16,Satisfactory
SS-008960-PV1,48.94,Poor
SS-008961-PV1,94.38,Good
SS-008962-PV1,96.52,Good
SS-008963-PV1,97.53,Good
SS-008964-PV1,97.59,Good
SS-008965-PV1,72.08,Satisfactory
SS-008966-PV1,70.43,Satisfactory
SS-008967-PV1,97.43,Good
SS-008968-PV1,97.31,Good
SS-008969-PV1,97.36,Good
SS-008970-PV1,97.81,Good
SS-008971-PV1,97.7,Good
SS-008972-PV1,67.39,Fair
SS-008973-PV1,59.31,Fair
SS-008974-PV1,42.52,Poor
SS-008975-PV1,56.43,Fair
SS-008976-PV1,97.48,Good
SS-008977-PV1,68.89,Fair
SS-008978-PV1,97.51,Good
SS-008979-PV1,97.3,Good
SS-008981-PV1,63.3,Fair
SS-008982-PV1,80.68,Satisfactory
SS-008983-PV1,77.04,Satisfactory
SS-008984-PV1,49.53,Poor
SS-008985-PV1,100,Good
SS-008986-PV1,99.06,Good
SS-008987-PV1,100,Good
SS-008988-PV1,97.73,Good
SS-008989-PV1,100,Good
SS-008990-PV1,90.7,Good
SS-008991-PV1,100,Good
SS-008992-PV1,100,Good
SS-008993-PV1,100,Good
SS-008994-PV1,100,Good
SS-008995-PV1,66,Fair
SS-008996-PV1,66,Fair
SS-008997-PV1,66,Fair
SS-008998-PV1,66,Fair
SS-008999-PV1,56,Fair
SS-009000-PV1,72.58,Satisfactory
SS-009001-PV1,58.24,Fair
SS-009002-PV1,82,Satisfactory
SS-009003-PV1,86.47,Good
SS-009004-PV1,77.52,Satisfactory
SS-009005-PV1,66,Fair
SS-009006-PV1,90.43,Good
SS-009010-PV1,94.22,Good
SS-009011-PV1,23.53,Serious
SS-009012-PV1,26.92,Very Poor
SS-009013-PV1,24.54,Serious
SS-009014-PV1,13.18,Serious
SS-009015-PV1,46.32,Poor
SS-009016-PV1,36.11,Very Poor
SS-009017-PV1,37.12,Very Poor
SS-009018-PV1,97.2,Good
SS-009019-PV1,,
SS-009020-PV1,,
SS-009021-PV1,63.72,Fair
SS-009022-PV1,54.47,Poor
SS-009023-PV1,100,Good
SS-009024-PV1,100,Good
SS-009025-PV1,99.71,Good
SS-009026-PV1,100,Good
SS-009027-PV1,61.76,Fair
SS-009028-PV1,73.66,Satisfactory
SS-009029-PV1,65.53,Fair
SS-009030-PV1,100,Good
SS-009031-PV1,98.51,Good
SS-009032-PV1,43.91,Poor
SS-009033-PV1,99.5,Good
SS-009034-PV1,99.5,Good
SS-009035-PV1,66.86,Fair
SS-009036-PV1,56.01,Fair
SS-009037-PV1,56.43,Fair
SS-009038-PV1,97.95,Good
SS-009039-PV1,95,Good
SS-009040-PV1,95,Good
SS-009041-PV1,95,Good
SS-009042-PV1,89,Good
SS-009043-PV1,95,Good
SS-009044-PV1,92.07,Good
SS-009045-PV1,95,Good
SS-009046-PV1,55.07,Fair
SS-009047-PV1,22.2,Serious
SS-009048-PV1,100,Good
SS-009049-PV1,96,Good
SS-009050-PV1,96,Good
SS-009051-PV1,29.32,Very Poor
SS-009052-PV1,26.05,Very Poor
SS-009053-PV1,33.97,Very Poor
SS-009054-PV1,90.87,Good
SS-009055-PV1,95,Good
SS-009056-PV1,45.97,Poor
SS-009057-PV1,42.52,Poor
SS-009058-PV1,21.53,Serious
SS-009059-PV1,88,Good
SS-009060-PV1,97,Good
SS-009061-PV1,48.91,Poor
SS-009062-PV1,45.17,Poor
SS-009063-PV1,,
SS-009064-PV1,21.24,Serious
SS-009065-PV1,92.57,Good
SS-009066-PV1,95.5,Good
SS-009067-PV1,95.5,Good
SS-009068-PV1,98.8,Good
SS-009070-PV1,58,Fair
SS-009071-PV1,99.5,Good
SS-009072-PV1,99.5,Good
SS-009073-PV1,98.27,Good
SS-009074-PV1,99.63,Good
SS-009075-PV1,31.4,Very Poor
SS-009076-PV1,54.23,Poor
SS-009077-PV1,91.32,Good
SS-009078-PV1,53.16,Poor
SS-009079-PV1,92.78,Good
SS-009080-PV1,73.03,Satisfactory
SS-009081-PV1,98.79,Good
SS-009082-PV1,73.53,Satisfactory
SS-009083-PV1,100,Good
SS-009084-PV1,100,Good
SS-009085-PV1,100,Good
SS-009086-PV1,88.4,Good
SS-009087-PV1,100,Good
SS-009088-PV1,100,Good
SS-009089-PV1,63.76,Fair
SS-009090-PV1,93.5,Good
SS-009091-PV1,93.5,Good
SS-009092-PV1,95,Good
SS-009093-PV1,35.17,Very Poor
SS-009094-PV1,32.89,Very Poor
SS-009095-PV1,82.89,Satisfactory
SS-009096-PV1,56,Fair
SS-009097-PV1,26.87,Very Poor
SS-009098-PV1,74.53,Satisfactory
SS-009099-PV1,25.49,Very Poor
SS-009100-PV1,27.94,Very Poor
SS-009101-PV1,16.71,Serious
SS-009102-PV1,36.97,Very Poor
SS-009103-PV1,86,Good
SS-009104-PV1,46.82,Poor
SS-009105-PV1,69.92,Fair
SS-009106-PV1,55.87,Fair
SS-009107-PV1,97.31,Good
SS-009108-PV1,71,Satisfactory
SS-009109-PV1,76,Satisfactory
SS-009115-PV1,95.17,Good
SS-009116-PV1,51.93,Poor
SS-009117-PV1,51.81,Poor
SS-009118-PV1,56.93,Fair
SS-009119-PV1,50.95,Poor
SS-009120-PV1,45.74,Poor
SS-009121-PV1,100,Good
SS-009122-PV1,100,Good
SS-009123-PV1,100,Good
SS-009124-PV1,100,Good
SS-009125-PV1,100,Good
SS-009126-PV1,100,Good
SS-009127-PV1,96.14,Good
SS-009128-PV1,97,Good
SS-009129-PV1,100,Good
SS-009130-PV1,100,Good
SS-009131-PV1,90.84,Good
SS-009132-PV1,49,Poor
SS-009133-PV1,54.9,Poor
SS-009134-PV1,20.2,Serious
SS-009135-PV1,14.3,Serious
SS-009136-PV1,41.73,Poor
SS-009137-PV1,51.26,Poor
SS-009138-PV1,54,Poor
SS-009139-PV1,61.34,Fair
SS-009140-PV1,21.21,Serious
SS-009141-PV1,27.81,Very Poor
SS-009142-PV1,56,Fair
SS-009143-PV1,37,Very Poor
SS-009144-PV1,30.22,Very Poor
SS-009145-PV1,36.25,Very Poor
SS-009146-PV1,52.46,Poor
SS-009147-PV1,50.64,Poor
SS-009148-PV1,47.39,Poor
SS-009149-PV1,93.3,Good
SS-009150-PV1,95,Good
SS-009155-PV1,95,Good
SS-009156-PV1,90.69,Good
SS-009157-PV1,,
SS-009158-PV1,94.69,Good
SS-009159-PV1,95,Good
SS-009160-PV1,95,Good
SS-009161-PV1,93,Good
SS-009162-PV1,71,Satisfactory
SS-009163-PV1,38,Very Poor
SS-009164-PV1,41.39,Poor
SS-009165-PV1,75.17,Satisfactory
SS-009166-PV1,76.85,Satisfactory
SS-009167-PV1,41.41,Poor
SS-009168-PV1,72.12,Satisfactory
SS-009169-PV1,78.18,Satisfactory
SS-009170-PV1,28.17,Very Poor
SS-009171-PV1,31.31,Very Poor
SS-009172-PV1,38.73,Very Poor
SS-009173-PV1,26.39,Very Poor
SS-009174-PV1,34.93,Very Poor
SS-009175-PV1,41,Poor
SS-009176-PV1,44.24,Poor
SS-009177-PV1,36,Very Poor
SS-009178-PV1,33.81,Very Poor
SS-009179-PV1,92.52,Good
SS-009180-PV1,82.83,Satisfactory
SS-009181-PV1,88.1,Good
SS-009182-PV1,88.89,Good
SS-009183-PV1,91.26,Good
SS-009184-PV1,81.97,Satisfactory
SS-009185-PV1,77.35,Satisfactory
SS-009186-PV1,84.81,Satisfactory
SS-009187-PV1,90.5,Good
SS-009188-PV1,90.59,Good
SS-009189-PV1,34.54,Very Poor
SS-009190-PV1,29.42,Very Poor
SS-009191-PV1,86.07,Good
SS-009192-PV1,13.25,Serious
SS-009193-PV1,98,Good
SS-009194-PV1,98,Good
SS-009195-PV1,97.58,Good
SS-009196-PV1,98,Good
SS-009197-PV1,96.44,Good
SS-009198-PV1,97.57,Good
SS-009199-PV1,97.56,Good
SS-009200-PV1,85.8,Good
SS-009201-PV1,41.91,Poor
SS-009202-PV1,55.22,Fair
SS-009203-PV1,47.23,Poor
SS-009204-PV1,89,Good
SS-009205-PV1,89.94,Good
SS-009206-PV1,31.38,Very Poor
SS-009207-PV1,11.92,Serious
SS-009208-PV1,47.98,Poor
SS-009209-PV1,97.34,Good
SS-009210-PV1,96,Good
SS-009211-PV1,99.88,Good
SS-009212-PV1,54,Poor
SS-009213-PV1,37.77,Very Poor
SS-009214-PV1,51.61,Poor
SS-009215-PV1,32.88,Very Poor
SS-009216-PV1,21.28,Serious
SS-009217-PV1,0,Failed
SS-009218-PV1,,
SS-009219-PV1,89.29,Good
SS-009220-PV1,91,Good
SS-009221-PV1,91.54,Good
SS-009222-PV1,91.02,Good
SS-009223-PV1,82.52,Satisfactory
SS-009224-PV1,95.8,Good
SS-009225-PV1,47.52,Poor
SS-009226-PV1,20.25,Serious
SS-009227-PV1,95.5,Good
SS-009228-PV1,51.94,Poor
SS-009229-PV1,61.1,Fair
SS-009230-PV1,38.99,Very Poor
SS-009231-PV1,24.19,Serious
SS-009232-PV1,96.72,Good
SS-009233-PV1,100,Good
SS-009234-PV1,100,Good
SS-009235-PV1,80.13,Satisfactory
SS-009236-PV1,96,Good
SS-009237-PV1,96,Good
SS-009238-PV1,94.27,Good
SS-009239-PV1,91.46,Good
SS-009240-PV1,95.51,Good
SS-009241-PV1,53.77,Poor
SS-009242-PV1,39.55,Very Poor
SS-009243-PV1,45.2,Poor
SS-009244-PV1,42.11,Poor
SS-009245-PV1,35.69,Very Poor
SS-009246-PV1,100,Good
SS-009247-PV1,100,Good
SS-009248-PV1,97.2,Good
SS-009249-PV1,97.2,Good
SS-009250-PV1,97.2,Good
SS-009251-PV1,97.2,Good
SS-009252-PV1,50.3,Poor
SS-009253-PV1,40.63,Poor
SS-009254-PV1,95,Good
SS-009255-PV1,86.4,Good
SS-009256-PV1,52.73,Poor
SS-009257-PV1,64.62,Fair
SS-009258-PV1,20.5,Serious
SS-009259-PV1,92.82,Good
SS-009260-PV1,94.42,Good
SS-009261-PV1,26.76,Very Poor
SS-009262-PV1,96.64,Good
SS-009263-PV1,97,Good
SS-009264-PV1,95.58,Good
SS-009265-PV1,94.69,Good
SS-009266-PV1,57.09,Fair
SS-009267-PV1,66,Fair
SS-009268-PV1,94,Good
SS-009269-PV1,58.4,Fair
SS-009272-PV1,91.18,Good
SS-009273-PV1,84.98,Satisfactory
SS-009276-PV1,85.8,Good
SS-009277-PV1,85.8,Good
SS-009279-PV1,81.83,Satisfactory
SS-009280-PV1,85.75,Good
SS-009281-PV1,85.8,Good
SS-009282-PV1,54.7,Poor
SS-009283-PV1,62.84,Fair
SS-009284-PV1,99.5,Good
SS-009285-PV1,99.5,Good
SS-009286-PV1,66,Fair
SS-009287-PV1,100,Good
SS-009288-PV1,64,Fair
SS-009289-PV1,35.41,Very Poor
SS-009290-PV1,100,Good
SS-009291-PV1,56.73,Fair
SS-009292-PV1,52,Poor
SS-009293-PV1,97.81,Good
SS-009294-PV1,53.73,Poor
SS-009295-PV1,100,Good
SS-009296-PV1,100,Good
SS-009297-PV1,100,Good
SS-009298-PV1,97.2,Good
SS-009299-PV1,100,Good
SS-009300-PV1,100,Good
SS-009301-PV1,100,Good
SS-009302-PV1,93.92,Good
SS-009303-PV1,85.33,Good
SS-009304-PV1,98.17,Good
SS-009306-PV1,84.2,Satisfactory
SS-009308-PV1,35.19,Very Poor
SS-009309-PV1,60.46,Fair
SS-009310-PV1,62.56,Fair
SS-009311-PV1,97.2,Good
SS-009312-PV1,94.55,Good
SS-009313-PV1,19.25,Serious
SS-009314-PV1,47.73,Poor
SS-009315-PV1,61.92,Fair
SS-009316-PV1,60,Fair
SS-009317-PV1,59.87,Fair
SS-009318-PV1,92.75,Good
SS-009319-PV1,91.58,Good
SS-009320-PV1,94.52,Good
SS-009321-PV1,39.52,Very Poor
SS-009322-PV1,48.32,Poor
SS-009323-PV1,37.37,Very Poor
SS-009324-PV1,47.73,Poor
SS-009325-PV1,37.86,Very Poor
SS-009332-PV1,96,Good
SS-009333-PV1,96,Good
SS-009334-PV1,92.76,Good
SS-009335-PV1,38.65,Very Poor
SS-009336-PV1,44.52,Poor
SS-009337-PV1,86.07,Good
SS-009339-PV1,83.9,Satisfactory
SS-009340-PV1,87.52,Good
SS-009341-PV1,92.35,Good
SS-009342-PV1,75.65,Satisfactory
SS-009343-PV1,68.29,Fair
SS-009344-PV1,68.71,Fair
SS-009345-PV1,66.12,Fair
SS-009346-PV1,43.49,Poor
SS-009347-PV1,64.61,Fair
SS-009348-PV1,74,Satisfactory
SS-009349-PV1,100,Good
SS-009350-PV1,84.26,Satisfactory
SS-009351-PV1,100,Good
SS-009352-PV1,56.89,Fair
SS-009353-PV1,19.3,Serious
SS-009354-PV1,58,Fair
SS-009355-PV1,35.43,Very Poor
SS-009356-PV1,44.5,Poor
SS-009357-PV1,8.12,Failed
SS-009358-PV1,65.36,Fair
SS-009359-PV1,82.92,Satisfactory
SS-009360-PV1,87.92,Good
SS-009361-PV1,,
SS-009362-PV1,95.23,Good
SS-009363-PV1,68.68,Fair
SS-009364-PV1,59.87,Fair
SS-009365-PV1,29.05,Very Poor
SS-009366-PV1,56.79,Fair
SS-009367-PV1,81.89,Satisfactory
SS-009368-PV1,99.32,Good
SS-009369-PV1,68.4,Fair
SS-009370-PV1,35.05,Very Poor
SS-009371-PV1,50.67,Poor
SS-009372-PV1,39.93,Very Poor
SS-009373-PV1,33.31,Very Poor
SS-009374-PV1,91,Good
SS-009375-PV1,66.52,Fair
SS-009376-PV1,99.5,Good
SS-009377-PV1,97.45,Good
SS-009378-PV1,77.5,Satisfactory
SS-009379-PV1,55.6,Fair
SS-009380-PV1,57,Fair
SS-009381-PV1,57.28,Fair
SS-009382-PV1,56.42,Fair
SS-009383-PV1,56,Fair
SS-009384-PV1,55.58,Fair
SS-009385-PV1,56,Fair
SS-009386-PV1,100,Good
SS-009387-PV1,56.79,Fair
SS-009388-PV1,56,Fair
SS-009389-PV1,64.75,Fair
SS-009390-PV1,90,Good
SS-009391-PV1,36.72,Very Poor
SS-009392-PV1,25.39,Very Poor
SS-009393-PV1,56.59,Fair
SS-009394-PV1,27.66,Very Poor
SS-009395-PV1,73.36,Satisfactory
SS-009396-PV1,91.89,Good
SS-009397-PV1,78.38,Satisfactory
SS-009398-PV1,93.93,Good
SS-009399-PV1,92.29,Good
SS-009400-PV1,57.39,Fair
SS-009401-PV1,57.48,Fair
SS-009402-PV1,57.81,Fair
SS-009409-PV1,20.14,Serious
SS-009410-PV1,74.93,Satisfactory
SS-009411-PV1,15.9,Serious
SS-009412-PV1,64.89,Fair
SS-009413-PV1,52.99,Poor
SS-009414-PV1,57.07,Fair
SS-009416-PV1,43.69,Poor
SS-009417-PV1,48.91,Poor
SS-009418-PV1,42.27,Poor
SS-009419-PV1,57.01,Fair
SS-009420-PV1,56,Fair
SS-009425-PV1,95.33,Good
SS-009426-PV1,100,Good
SS-009427-PV1,38.34,Very Poor
SS-009428-PV1,31.25,Very Poor
SS-009429-PV1,22.47,Serious
SS-009430-PV1,59.24,Fair
SS-009431-PV1,54.51,Poor
SS-009432-PV1,75.64,Satisfactory
SS-009433-PV1,40.53,Poor
SS-009434-PV1,69.9,Fair
SS-009435-PV1,69.12,Fair
SS-009436-PV1,91.88,Good
SS-009438-PV1,95,Good
SS-009439-PV1,,
SS-009440-PV1,71.6,Satisfactory
SS-009441-PV1,71.6,Satisfactory
SS-009442-PV1,71.51,Satisfactory
SS-009443-PV1,94.53,Good
SS-009444-PV1,94,Good
SS-009445-PV1,66,Fair
SS-009446-PV1,64.88,Fair
SS-009447-PV1,60.95,Fair
SS-009448-PV1,98,Good
SS-009449-PV1,97.7,Good
SS-009450-PV1,93.48,Good
SS-009451-PV1,78.08,Satisfactory
SS-009452-PV1,37.58,Very Poor
SS-009453-PV1,95.2,Good
SS-009454-PV1,91.09,Good
SS-009455-PV1,65.47,Fair
SS-009456-PV1,82.75,Satisfactory
SS-009457-PV1,56.58,Fair
SS-009458-PV1,44.91,Poor
SS-009459-PV1,36.13,Very Poor
SS-009460-PV1,48.03,Poor
SS-009461-PV1,94.58,Good
SS-009462-PV1,90.13,Good
SS-009463-PV1,94.03,Good
SS-009464-PV1,95,Good
SS-009465-PV1,95,Good
SS-009466-PV1,93.33,Good
SS-009467-PV1,94.26,Good
SS-009468-PV1,95,Good
SS-009469-PV1,98.33,Good
SS-009470-PV1,95,Good
SS-009471-PV1,95,Good
SS-009472-PV1,94.17,Good
SS-009473-PV1,93.29,Good
SS-009474-PV1,69.69,Fair
SS-009475-PV1,70.14,Satisfactory
SS-009476-PV1,69.73,Fair
SS-009477-PV1,63.74,Fair
SS-009478-PV1,0,Failed
SS-009479-PV1,45.05,Poor
SS-009480-PV1,37.13,Very Poor
SS-009481-PV1,57.02,Fair
SS-009482-PV1,54,Poor
SS-009483-PV1,97,Good
SS-009484-PV1,95.5,Good
SS-009485-PV1,97.25,Good
SS-009486-PV1,67.72,Fair
SS-009487-PV1,86.48,Good
SS-009488-PV1,94.81,Good
SS-009489-PV1,93.16,Good
SS-009490-PV1,96.18,Good
SS-009491-PV1,28.52,Very Poor
SS-009492-PV1,66.1,Fair
SS-009493-PV1,34.04,Very Poor
SS-009494-PV1,56,Fair
SS-009495-PV1,97.5,Good
SS-009496-PV1,97.27,Good
SS-009497-PV1,81.17,Satisfactory
SS-009498-PV1,27.69,Very Poor
SS-009499-PV1,100,Good
SS-009500-PV1,6.03,Failed
SS-009501-PV1,95,Good
SS-009502-PV1,2.31,Failed
SS-009503-PV1,75.77,Satisfactory
SS-009504-PV1,51.91,Poor
SS-009505-PV1,97.8,Good
SS-009506-PV1,97.5,Good
SS-009507-PV1,99.5,Good
SS-009508-PV1,99.5,Good
SS-009509-PV1,99.5,Good
SS-009510-PV1,99.5,Good
SS-009511-PV1,97.5,Good
SS-009512-PV1,87.08,Good
SS-009513-PV1,77.91,Satisfactory
SS-009514-PV1,62.81,Fair
SS-009515-PV1,63.25,Fair
SS-009516-PV1,95,Good
SS-009517-PV1,60.43,Fair
SS-009518-PV1,61.57,Fair
SS-009519-PV1,93.47,Good
SS-009520-PV1,85.97,Good
SS-009521-PV1,86.08,Good
SS-009522-PV1,95.41,Good
SS-009523-PV1,93.4,Good
SS-009524-PV1,89.68,Good
SS-009525-PV1,96.63,Good
SS-009526-PV1,96.51,Good
SS-009527-PV1,97.5,Good
SS-009528-PV1,95,Good
SS-009529-PV1,54,Poor
SS-009530-PV1,52.1,Poor
SS-009531-PV1,58.89,Fair
SS-009532-PV1,34.8,Very Poor
SS-009533-PV1,59.34,Fair
SS-009534-PV1,61.56,Fair
SS-009535-PV1,26.17,Very Poor
SS-009536-PV1,28.76,Very Poor
SS-009537-PV1,88.31,Good
SS-009538-PV1,27.5,Very Poor
SS-009539-PV1,72.25,Satisfactory
SS-009540-PV1,92.36,Good
SS-009541-PV1,39.71,Very Poor
SS-009542-PV1,68.83,Fair
SS-009543-PV1,29.88,Very Poor
SS-009544-PV1,27.48,Very Poor
SS-009545-PV1,24.18,Serious
SS-009546-PV1,7.96,Failed
SS-009547-PV1,22.5,Serious
SS-009548-PV1,6.92,Failed
SS-009549-PV1,10.99,Serious
SS-009550-PV1,39.16,Very Poor
SS-009551-PV1,47.89,Poor
SS-009552-PV1,35.98,Very Poor
SS-009553-PV1,95.32,Good
SS-009554-PV1,37.88,Very Poor
SS-009555-PV1,91,Good
SS-009556-PV1,51.26,Poor
SS-009557-PV1,9.8,Failed
SS-009558-PV1,,
SS-009559-PV1,24.56,Serious
SS-009560-PV1,89.34,Good
SS-009561-PV1,95,Good
SS-009562-PV1,15,Serious
SS-009563-PV1,25.68,Very Poor
