iamfloc,total_crashes,injured,killed,avg_pci,pav_length,traffic_count,crashes_per_mile,cluster_id,gi_star,is_hotspot,is_coldspot
SS-029788-PV1,2.0,1.0,0.0,91.80803505400758,260.0075,,40.614213051546585,,1.0619394322818536,False,False
SS-029789-PV1,2.0,2.0,0.0,95.00702349145749,280.5971,,37.63403114287353,,1.3284090913491444,False,False
SS-029790-PV1,4.0,1.0,0.0,83.91289984164686,271.002,,77.93300418447096,,0.27820514090747056,False,False
SS-029792-PV1,1.0,0.0,0.0,59.35646476642915,273.5331,,19.30296552775514,,0.13713296846008133,False,False
SS-029793-PV1,6.0,2.0,1.0,89.80817893903405,238.0205,,133.09777939295145,0.0,0.6073735432847115,False,False
SS-029794-PV1,3.0,2.0,0.0,49.765447347585116,269.5085,,58.77365648949847,,0.1214582826325937,False,False
SS-029798-PV1,8.0,2.0,0.0,45.02458828186857,273.0,,154.72527472527472,0.0,0.6387229149396869,False,False
SS-029799-PV1,1.0,1.0,0.0,64.54623766480539,204.0202,,25.879790334486486,,0.6387229149396869,False,False
SS-029802-PV1,2.0,2.0,0.0,85.83842624106552,271.4279,,38.90535939746798,,0.011735481840179996,False,False
SS-029807-PV1,2.0,1.0,0.0,53.93648060174188,320.8508,,32.912493906825226,,0.2938798267349581,False,False
SS-029809-PV1,1.0,0.0,0.0,68.73954473475851,272.9706,,19.34274240522606,,0.3879279416998841,False,False
SS-029810-PV1,2.0,0.0,0.0,65.97618368962787,273.9125,,38.552457445352076,,0.26253045507998285,False,False
SS-029811-PV1,2.0,0.0,0.0,53.68746437054632,277.4959,,38.05461630243906,,0.4976507424922978,False,False
SS-029812-PV1,0.0,0.0,0.0,61.600971892319876,234.6957,,0.0,,0.8111444590420513,False,False
SS-029814-PV1,1.0,0.0,0.0,71.87025693184675,273.0016,,19.340545989474055,,0.21550639759751974,False,False
SS-029815-PV1,2.0,1.0,0.0,83.83707460119265,279.0073,,37.84847206506783,,0.21550639759751974,False,False
SS-029816-PV1,4.0,1.0,0.0,76.73761956348595,275.0019,,76.79946938548424,,0.09010891097761833,False,False
SS-029817-PV1,2.0,2.0,0.0,82.09187766076299,272.0016,,38.82330103940565,,0.15280765428756907,False,False
SS-029818-PV1,1.0,1.0,0.0,82.1301894734045,285.0071,,18.525854268191917,,0.32522919838993336,False,False
SS-029819-PV1,4.0,3.0,0.0,64.58590404541188,269.002,,78.51242741689653,,0.764120401559588,False,False
SS-029820-PV1,4.0,1.0,0.0,78.00889198117005,584.0087,,36.163844819435056,,0.2155063975975198,False,False
SS-029821-PV1,2.0,0.0,0.0,91.39336912969267,277.0019,,38.122482192360415,,0.1684823401150567,False,False
SS-029822-PV1,3.0,0.0,0.0,86.17683530612057,279.0446,,56.765119267672624,,0.1214582826325937,False,False
SS-029823-PV1,15.0,13.0,0.0,58.575589865399834,268.8678,,294.56855748438454,0.0,0.5446747999747608,False,False
SS-029824-PV1,9.0,6.0,0.0,54.791023195599855,274.2501,,173.27249835095776,0.0,0.7954697732145634,False,False
SS-029825-PV1,10.0,7.0,0.0,52.44356096595408,277.4111,,190.33124485646036,0.0,1.0776141181093415,False,False
SS-029827-PV1,24.0,25.0,0.0,54.6256927949327,567.4691,44156.0,223.30731312066155,0.0,1.0462647464543664,False,False
SS-029829-PV1,1.0,1.0,0.0,85.12236955628967,513.8637,,10.27509824103162,,0.34090388421742107,False,False
