iamfloc,repair_date,project_type,avg_crashes_before,avg_crashes_after,crashes_per_mile_before,crashes_per_mile_after,crash_reduction,crash_reduction_pct
SS-020778-PV1,2017-01-03,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-030502-PV1,2017-01-04,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020779-PV1,2017-01-04,OVERLAY,0.0,0.5,0.0,1.4417130959265105,-0.5,
SS-020773-PV1,2017-01-04,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-007561-PV1,2017-01-17,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-007560-PV1,2017-01-17,OVERLAY,2.0,2.5,51.26216080687418,64.07770100859273,-0.5,-25.0
SS-006516-PV1,2017-01-18,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001401-PV1,2017-01-18,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001402-PV1,2017-01-18,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001432-PV1,2017-01-18,OVERLAY,0.0,2.0,0.0,36.47303033547589,-2.0,
SS-025039-PV1,2017-01-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025038-PV1,2017-01-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025036-PV1,2017-01-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025040-PV1,2017-01-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001837-PV1,2017-01-25,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-006324-PV1,2017-01-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-026184-PV1,2017-01-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-026187-PV1,2017-01-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-027954-PV1,2017-01-25,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-006791-PV1,2017-01-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-006322-PV1,2017-01-26,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001834-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001835-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001836-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022655-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022219-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009817-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022656-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022660-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022661-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009816-PV1,2017-01-27,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020588-PV1,2017-01-29,SLURRY,0.0,3.0,0.0,193.15683383756536,-3.0,
SS-020589-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020586-PV1,2017-01-29,SLURRY,0.0,3.5,0.0,51.819559135566756,-3.5,
SS-020584-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020583-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020582-PV1,2017-01-29,SLURRY,2.0,0.5,88.7268950880085,22.181723772002126,1.5,75.0
SS-020581-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020591-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020592-PV1,2017-01-29,SLURRY,0.0,3.0,0.0,216.904293719087,-3.0,
SS-020605-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020606-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020607-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020608-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020609-PV1,2017-01-29,SLURRY,0.0,0.5,0.0,7.039100872181925,-0.5,
SS-020610-PV1,2017-01-29,SLURRY,0.0,2.0,0.0,27.713109481741235,-2.0,
SS-020611-PV1,2017-01-29,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007078-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008293-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000947-PV1,2017-01-30,SLURRY,1.0,1.0,7.9869836369698115,7.9869836369698115,0.0,0.0
SS-007075-PV1,2017-01-30,SLURRY,0.0,0.5,0.0,3.738923439311041,-0.5,
SS-000915-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022663-PV1,2017-01-30,SLURRY,0.0,0.5,0.0,10.658299363368474,-0.5,
SS-000914-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028869-PV1,2017-01-30,SLURRY,1.0,0.0,7.763497973403549,0.0,1.0,100.0
SS-022662-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014643-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014642-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000948-PV1,2017-01-30,SLURRY,0.0,1.0,0.0,7.775298583246352,-1.0,
SS-025041-PV1,2017-01-30,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013109-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007076-PV1,2017-01-31,SLURRY,1.0,0.0,8.366157561683378,0.0,1.0,100.0
SS-007077-PV1,2017-01-31,SLURRY,0.0,0.5,0.0,4.005290624798029,-0.5,
SS-002247-PV1,2017-01-31,SLURRY,1.0,5.0,2.6175071070523224,13.087535535261614,-4.0,-400.0
SS-003106-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-002246-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000922-PV1,2017-01-31,SLURRY,1.0,1.5,8.354430379746836,12.531645569620254,-0.5,-50.0
SS-022664-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009483-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000923-PV1,2017-01-31,SLURRY,0.0,1.5,0.0,12.0,-1.5,
SS-000924-PV1,2017-01-31,SLURRY,0.0,0.5,0.0,3.8880706921944035,-0.5,
SS-000869-PV1,2017-01-31,SLURRY,1.0,0.0,7.48936170212766,0.0,1.0,100.0
SS-005924-PV1,2017-01-31,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-024039-PV1,2017-01-31,OVERLAY,3.0,1.5,2.034761955459677,1.0173809777298386,1.5,50.0
SS-002241-PV1,2017-01-31,SLURRY,0.0,0.5,0.0,2.060306739091651,-0.5,
SS-024037-PV1,2017-01-31,OVERLAY,0.0,0.5,0.0,0.6968367596805606,-0.5,
SS-002083-PV1,2017-01-31,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000131-PV1,2017-01-31,OVERLAY,0.0,2.0,0.0,28.160007509335333,-2.0,
SS-024036-PV1,2017-01-31,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-007562-PV1,2017-01-31,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-030241-PV1,2017-02-01,SLURRY,0.0,0.5,0.0,2.3967312942839234,-0.5,
SS-030242-PV1,2017-02-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-030243-PV1,2017-02-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016578-PV1,2017-02-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-007563-PV1,2017-02-01,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-030244-PV1,2017-02-01,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-021784-PV1,2017-02-02,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022254-PV1,2017-02-02,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016582-PV1,2017-02-03,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016580-PV1,2017-02-03,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016581-PV1,2017-02-03,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016577-PV1,2017-02-03,SLURRY,1.0,0.0,20.464949703897762,0.0,1.0,100.0
SS-016583-PV1,2017-02-03,SLURRY,0.0,2.0,0.0,44.38022759996268,-2.0,
SS-016576-PV1,2017-02-03,SLURRY,0.0,2.0,0.0,25.445770869508014,-2.0,
SS-016575-PV1,2017-02-03,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016574-PV1,2017-02-03,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014644-PV1,2017-02-03,SLURRY,0.0,0.5,0.0,10.476115646793,-0.5,
SS-007031-PV1,2017-02-08,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-007035-PV1,2017-02-08,OVERLAY,1.0,1.5,11.061536711417705,16.592305067126556,-0.5,-50.0
SS-007036-PV1,2017-02-08,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-003084-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-000706-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000742-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-023606-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-023602-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-019914-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008631-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027971-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028139-PV1,2017-02-09,OVERLAY,0.0,1.0,0.0,24.393252493724972,-1.0,
SS-028141-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028142-PV1,2017-02-09,OVERLAY,0.0,1.5,0.0,22.11004661534828,-1.5,
SS-028143-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-008632-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028150-PV1,2017-02-09,OVERLAY,1.0,3.5,10.32841423044218,36.14944980654763,-2.5,-250.0
SS-023604-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016956-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016602-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-023603-PV1,2017-02-09,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-008618-PV1,2017-02-09,SLURRY,1.0,0.0,7.927705333198603,0.0,1.0,100.0
SS-012468-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019915-PV1,2017-02-09,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027045-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-027046-PV1,2017-02-10,OVERLAY,0.0,0.5,0.0,4.22700083243096,-0.5,
SS-027420-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028137-PV1,2017-02-10,OVERLAY,1.0,1.5,9.334961765552436,14.002442648328653,-0.5,-50.0
SS-010098-PV1,2017-02-10,OVERLAY,0.0,0.5,0.0,9.54711937370897,-0.5,
SS-010099-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-016579-PV1,2017-02-10,SLURRY,0.0,2.0,0.0,9.254982660053795,-2.0,
SS-011037-PV1,2017-02-10,SLURRY,0.0,1.0,0.0,4.60274637507571,-1.0,
SS-001436-PV1,2017-02-10,SLURRY,0.0,1.5,0.0,6.583157540030295,-1.5,
SS-014484-PV1,2017-02-10,SLURRY,0.0,1.5,0.0,49.17815968123611,-1.5,
SS-014483-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,2.8983216083050087,-0.5,
SS-025655-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029108-PV1,2017-02-10,SLURRY,1.0,0.5,3.1577759425198657,1.5788879712599329,0.5,50.0
SS-001428-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000870-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,4.183835182250396,-0.5,
SS-001429-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,5.301204819277109,-0.5,
SS-001430-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000871-PV1,2017-02-10,SLURRY,0.0,1.5,0.0,12.018209408194233,-1.5,
SS-025580-PV1,2017-02-10,OVERLAY,0.0,1.0,0.0,13.894309043642602,-1.0,
SS-012469-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-005032-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,6.751721305312326,-0.5,
SS-005033-PV1,2017-02-10,SLURRY,1.0,0.5,14.873004820205653,7.436502410102826,0.5,50.0
SS-005484-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-005037-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,3.916691380890373,-0.5,
SS-005036-PV1,2017-02-10,SLURRY,1.0,0.0,12.571290885861726,0.0,1.0,100.0
SS-005035-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,6.054788959642766,-0.5,
SS-005034-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-005031-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-005030-PV1,2017-02-10,SLURRY,0.0,0.5,0.0,8.598617511670833,-0.5,
SS-005485-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-005029-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022919-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022920-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019596-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019577-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019562-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019561-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-005486-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021383-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021384-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021413-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021415-PV1,2017-02-10,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-021414-PV1,2017-02-10,OVERLAY,0.0,0.5,0.0,9.983893408323466,-0.5,
SS-019544-PV1,2017-02-10,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027425-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027426-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-012480-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000618-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028164-PV1,2017-02-13,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028166-PV1,2017-02-13,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-028167-PV1,2017-02-13,OVERLAY,1.0,0.5,10.999163605267517,5.499581802633759,0.5,50.0
SS-027421-PV1,2017-02-13,SLURRY,0.0,0.5,0.0,3.878789588447202,-0.5,
SS-027419-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027418-PV1,2017-02-13,SLURRY,0.0,0.5,0.0,22.27923305428031,-0.5,
SS-012479-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013374-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-013209-PV1,2017-02-13,OVERLAY,0.0,0.5,0.0,7.0026525198939,-0.5,
SS-013208-PV1,2017-02-13,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-026274-PV1,2017-02-13,OVERLAY,0.0,0.5,0.0,7.085532577077981,-0.5,
SS-000619-PV1,2017-02-13,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000617-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000743-PV1,2017-02-14,SLURRY,0.0,0.5,0.0,7.6297711357665765,-0.5,
SS-012470-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019916-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008619-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026427-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022538-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022517-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026441-PV1,2017-02-14,SLURRY,0.0,0.5,0.0,7.209023731614601,-0.5,
SS-019913-PV1,2017-02-14,SLURRY,0.0,1.0,0.0,7.78747508524188,-1.0,
SS-026424-PV1,2017-02-14,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-019560-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020413-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020414-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020411-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020420-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020430-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020436-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020412-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020410-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000910-PV1,2017-02-15,SLURRY,0.0,1.5,0.0,12.549236342525068,-1.5,
SS-000913-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000912-PV1,2017-02-15,SLURRY,0.0,1.0,0.0,7.774716973797435,-1.0,
SS-000911-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-020409-PV1,2017-02-15,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-023382-PV1,2017-02-16,OVERLAY,0.0,1.0,0.0,30.171428571428574,-1.0,
SS-023381-PV1,2017-02-16,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-023379-PV1,2017-02-16,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-009740-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009741-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009742-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-026744-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,3.9874606445941585,-0.5,
SS-004967-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022465-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,7.0552430878661045,-0.5,
SS-028462-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028463-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028464-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009743-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-023380-PV1,2017-02-16,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-020395-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010744-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008798-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,7.6544946670787715,-0.5,
SS-008795-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000936-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008799-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008800-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,8.302659618631168,-0.5,
SS-005258-PV1,2017-02-16,SLURRY,0.0,1.5,0.0,38.25909523036613,-1.5,
SS-009079-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010752-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010751-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010749-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,8.198757763975156,-0.5,
SS-008797-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,7.086506379197883,-0.5,
SS-010742-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001010-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-008796-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,7.063401520129624,-0.5,
SS-010688-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-004949-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-031353-PV1,2017-02-16,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-010686-PV1,2017-02-16,SLURRY,0.0,0.5,0.0,7.54314809285501,-0.5,
SS-010738-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010687-PV1,2017-02-16,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025458-PV1,2017-02-21,SLURRY,0.0,0.5,0.0,9.530630870002195,-0.5,
SS-032189-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022759-PV1,2017-02-21,SLURRY,0.0,0.5,0.0,5.476423994702804,-0.5,
SS-026743-PV1,2017-02-21,SLURRY,1.0,0.0,7.718225141504449,0.0,1.0,100.0
SS-016070-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010741-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016071-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000011-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016640-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000008-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-025461-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-010740-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000012-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000014-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000015-PV1,2017-02-21,SLURRY,0.0,0.5,0.0,6.929130220929017,-0.5,
SS-004154-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000010-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001007-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-005249-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028218-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032185-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-027977-PV1,2017-02-21,OVERLAY,0.0,0.0,0.0,0.0,0.0,
SS-001026-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028707-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032183-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-030027-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-001008-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032170-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032176-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-030022-PV1,2017-02-21,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032182-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-016075-PV1,2017-02-22,SLURRY,0.0,1.0,0.0,10.821644029834177,-1.0,
SS-011409-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029509-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-009098-PV1,2017-02-22,OVERLAY,0.0,0.5,0.0,6.142511859235964,-0.5,
SS-000043-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000042-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000041-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028214-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028216-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-028217-PV1,2017-02-22,SLURRY,0.0,0.5,0.0,13.469167850320812,-0.5,
SS-029520-PV1,2017-02-22,SLURRY,1.0,4.0,24.984999536263267,99.93999814505307,-3.0,-300.0
SS-029521-PV1,2017-02-22,SLURRY,1.0,2.0,18.202320864858454,36.40464172971691,-1.0,-100.0
SS-032181-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-029523-PV1,2017-02-22,SLURRY,0.0,7.5,0.0,53.929881348813566,-7.5,
SS-004839-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032186-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032177-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022903-PV1,2017-02-22,SLURRY,0.0,0.5,0.0,9.462328284727192,-0.5,
SS-032187-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014393-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022513-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022514-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032192-PV1,2017-02-22,SLURRY,0.0,0.5,0.0,28.38709677419355,-0.5,
SS-014392-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-014391-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-032180-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-022904-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-000901-PV1,2017-02-22,SLURRY,0.0,0.0,0.0,0.0,0.0,
SS-011813-PV1,2017-02-22,SLURRY,0.0,1.5,0.0,18.6757303696144,-1.5,
